Issue Type,Summary,Description,Priority,Labels,Test Steps,Test Data,Expected Result,Status
Test,VWO - A/B Testing: Verify user can export snapshot - ID_2114,This test case validates the export functionality for the snapshot component within the A/B Testing module of app.vwo.com.,Critical,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Export action on Snapshot
4. Verify success message","user_role: admin, component_id: 6444",The snapshot should be successfully exported and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Surveys: Verify user can search user role - ID_2115,This test case validates the search functionality for the user role component within the Surveys module of app.vwo.com.,Low,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Search action on User Role
4. Verify success message","user_role: admin, component_id: 5916",The user role should be successfully searched and reflected in the Surveys dashboard.,To Do
Test,VWO - Heatmaps: Verify user can toggle user role - ID_2116,This test case validates the toggle functionality for the user role component within the Heatmaps module of app.vwo.com.,High,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Toggle action on User Role
4. Verify success message","user_role: admin, component_id: 6839",The user role should be successfully toggleed and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Heatmaps: Verify user can filter segment - ID_2117,This test case validates the filter functionality for the segment component within the Heatmaps module of app.vwo.com.,Low,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Filter action on Segment
4. Verify success message","user_role: admin, component_id: 7612",The segment should be successfully filtered and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Heatmaps: Verify user can edit snapshot - ID_2118,This test case validates the edit functionality for the snapshot component within the Heatmaps module of app.vwo.com.,Medium,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Edit action on Snapshot
4. Verify success message","user_role: admin, component_id: 5821",The snapshot should be successfully edited and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Heatmaps: Verify user can create campaign - ID_2119,This test case validates the create functionality for the campaign component within the Heatmaps module of app.vwo.com.,High,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Create action on Campaign
4. Verify success message","user_role: admin, component_id: 7548",The campaign should be successfully createed and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Login: Verify user can edit goal - ID_2120,This test case validates the edit functionality for the goal component within the Login module of app.vwo.com.,Low,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform Edit action on Goal
4. Verify success message","user_role: admin, component_id: 7842",The goal should be successfully edited and reflected in the Login dashboard.,To Do
Test,VWO - Session Recordings: Verify user can view dashboard widget - ID_2121,This test case validates the view functionality for the dashboard widget component within the Session Recordings module of app.vwo.com.,Medium,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform View action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 1525",The dashboard widget should be successfully viewed and reflected in the Session Recordings dashboard.,To Do
Test,VWO - Integrations: Verify user can filter segment - ID_2122,This test case validates the filter functionality for the segment component within the Integrations module of app.vwo.com.,Critical,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Filter action on Segment
4. Verify success message","user_role: admin, component_id: 3894",The segment should be successfully filtered and reflected in the Integrations dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can export user role - ID_2123,This test case validates the export functionality for the user role component within the Funnel Analysis module of app.vwo.com.,Low,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Export action on User Role
4. Verify success message","user_role: admin, component_id: 8842",The user role should be successfully exported and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Integrations: Verify user can edit goal - ID_2124,This test case validates the edit functionality for the goal component within the Integrations module of app.vwo.com.,High,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Edit action on Goal
4. Verify success message","user_role: admin, component_id: 2675",The goal should be successfully edited and reflected in the Integrations dashboard.,To Do
Test,VWO - Signup: Verify user can export campaign - ID_2125,This test case validates the export functionality for the campaign component within the Signup module of app.vwo.com.,Medium,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform Export action on Campaign
4. Verify success message","user_role: admin, component_id: 3998",The campaign should be successfully exported and reflected in the Signup dashboard.,To Do
Test,VWO - Signup: Verify user can filter campaign - ID_2126,This test case validates the filter functionality for the campaign component within the Signup module of app.vwo.com.,Critical,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform Filter action on Campaign
4. Verify success message","user_role: admin, component_id: 6963",The campaign should be successfully filtered and reflected in the Signup dashboard.,To Do
Test,VWO - A/B Testing: Verify user can create dashboard widget - ID_2127,This test case validates the create functionality for the dashboard widget component within the A/B Testing module of app.vwo.com.,Critical,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Create action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 5146",The dashboard widget should be successfully createed and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Login: Verify user can view goal - ID_2128,This test case validates the view functionality for the goal component within the Login module of app.vwo.com.,Low,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform View action on Goal
4. Verify success message","user_role: admin, component_id: 2758",The goal should be successfully viewed and reflected in the Login dashboard.,To Do
Test,VWO - Surveys: Verify user can delete campaign - ID_2129,This test case validates the delete functionality for the campaign component within the Surveys module of app.vwo.com.,High,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Delete action on Campaign
4. Verify success message","user_role: admin, component_id: 6515",The campaign should be successfully deleteed and reflected in the Surveys dashboard.,To Do
Test,VWO - Integrations: Verify user can export dashboard widget - ID_2130,This test case validates the export functionality for the dashboard widget component within the Integrations module of app.vwo.com.,Critical,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Export action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 7286",The dashboard widget should be successfully exported and reflected in the Integrations dashboard.,To Do
